SCHOOL,PROGRAM,DEGREE,ONLINE,ONCAMPUS,COUNTRY,STATE,CITY,DEPARTMENT,URL
University of Evansville,Statistics and Data Science,B,F,T,US,IN,Evansville,Mathematics,https://www.evansville.edu/majors/math/datascience.cfm
Indiana University-Purdue University Indianapolis,BS in Applied Data and Information Science,B,F,T,US,IN,Indianapolis,School of Informatics and Computing,https://soic.iupui.edu/undergraduate/degrees/data-info-science/
Indian University-Purdue University Indianapolis,Master of Science in Applied Data Science,M,F,T,US,IN,Indianapolis,School of Informatics and Computing,https://soic.iupui.edu/graduate/degrees/data-science/data-science-masters/
Valparaiso University,Bachelors of Science in Data Science,B,F,T,US,IN,Valparaiso,Interdisciplinary,http://www.valpo.edu/mathematics-statistics/academics/degree-programs/b-s-in-data-science/
Valparaiso University,Bachelors of Arts in Business Analytics,B,F,T,US,IN,Valparaiso,College of Business,http://www.valpo.edu/college-of-business/academics/major-programs/business-analytics/
Valparaiso University,Masters of Science in Analytics and Modeling,M,F,T,US,IN,Valparaiso,Graduate School,http://www.valpo.edu/analytics-modeling
University of Kansas,Business Analytics,C,F,T,US,KS,Lawrence,School of Business,http://business.ku.edu/business-analytics
University of Kentucky,Master of Data Science,B,F,T,US,KY,Lexington,Department of Computer Science,https://www.engr.uky.edu/data-science
Northern Kentucky University,Data Science,B,F,T,US,KY,Highland Heights,Computer Science,http://informatics.nku.edu/content/informatics/departments/computer-science/programs/datascience.html
University of Louisville,Certificate in Data Mining,C,F,T,US,KY,Louisville,Department of Computer Engineering & Computer Science,http://louisville.edu/speed/computer/graduate-studies/dataMining
Louisiana State University,Master of Science in Analytics,M,F,T,US,LA,Baton Rouge,Department of Information Systems & Decision Sciences,http://businessanalytics.lsu.edu/
Babson College,MBA with Business Analytics Concentration,M,F,T,US,MA,Wellesley,F.W. Olin Graduate School of Business,http://www.babson.edu/academics/graduate/mba/concentrations/pages/business-analytics.aspx
Becker College,Data Science,B,F,T,US,MA,Worcester,Data Science,http://www.becker.edu/academics/departments-programs/data-science/
Bentley University,Master of Science In Marketing Analytics,M,F,T,US,MA,Waltham,Graduate School of Business,http://www.bentley.edu/graduate/academics/ms-programs/marketing-analytics
Bentley University,Master of Business Analytics,M,F,T,US,MA,Waltham,Graduate School of Business,http://www.bentley.edu/graduate/degree-programs/ms-programs/business-analytics
Bentley University,Graduate Certificate in Business Analytics,C,F,T,US,MA,Waltham,Graduate School of Business,http://www.bentley.edu/graduate/special-programs/graduate-certificate-programs
Brandeis University,Master of Arts in Computational Linguistics,M,F,T,US,MA,Waltham,Mitchom School of Computer Science,http://www.brandeis.edu/gsas/programs/comp_ling.html
Brandeis University,M.S. in Strategic Analytics,M,F,T,US,MA,Waltham,Graduate Professional Studies,https://www.brandeis.edu/gps/future-students/learn-about-our-programs/strategic-analytics.html
Harvard University,Data Science Certificate,C,T,F,US,MA,Cambridge,Extension School,http://www.extension.harvard.edu/professional-certificates/data-science-certificate
Harvard University,Master of Science in Computational Biology and Quantitative Genetics,M,F,T,US,MA,Cambridge,School of Public Health,http://www.hsph.harvard.edu/sm-computational-biology/
Harvard University,Master of Science in Computational Science and Engineering,M,F,T,US,MA,Cambridge,School of Engineering and Applied Sciences,http://www.seas.harvard.edu/computational-science-and-engineering/master-science-cse
Northeastern University,Master of Professional Studies in Analytics,M,F,T,US,MA,Boston,College of Professional Studies,https://www.northeastern.edu/graduate/program/professional-masters-in-analytics-14859/
Northeastern University,Master of Science in Urban Informatics,M,T,T,US,MA,Boston,Interdisciplinary,https://www.northeastern.edu/graduate/program/master-of-science-in-urban-informatics-boston-14300/
Northeastern University,Master of Science in Data Science,M,F,T,US,MA,Boston,Interdisciplinary,https://www.northeastern.edu/graduate/program/master-of-science-in-data-science-5256/
Northeastern University,Master of Professional Studies in Informatics,M,T,T,US,MA,Boston,College of Professional Studies,https://www.northeastern.edu/graduate/program/master-of-professional-studies-in-informatics-225/
Northeastern University,Master of Science in Health Informatics,M,T,T,US,MA,Boston,College of Computer and Information Sciences,https://www.northeastern.edu/graduate/program/master-of-science-in-health-informatics-boston-5247/
Northeastern University,Graduate Certificate in Data Analytics,C,T,T,US,MA,Boston,College of Computer and Information Sciences,https://www.northeastern.edu/graduate/program/graduate-certificate-in-data-analytics-boston-14423/
Northeastern University,Graduate Certificate in Game Analytics,C,F,T,US,MA,Boston,"College of Arts, Media, and Design",https://www.northeastern.edu/graduate/program/graduate-certificate-in-game-analytics-5224/
Northeastern University,Master of Science in Health Data Analytics,M,F,T,US,MA,Boston,Interdisciplinary,https://www.northeastern.edu/graduate/program/master-of-science-in-health-data-analytics-5257/
Northeastern University,Master of Science in Business Analytics,M,T,F,US,MA,Boston,Interdisciplinary,https://www.northeastern.edu/graduate/program/master-of-science-in-business-analytics-14873/
Northeastern University,Graduate Certificate in Learning Analytics,C,T,T,US,WA,Seattle,College of Professional Studies,https://www.northeastern.edu/graduate/program/graduate-certificate-in-learning-analytics-298/
Northeastern University,Graduate Certificate in Urban Analytics,C,F,T,US,MA,Boston,College of Professional Studies,https://www.northeastern.edu/graduate/program/graduate-certificate-in-urban-informatics-14299/
University of Massachusetts Amherst,MS with Data Science Concentration,M,F,T,US,MA,Amherst,College of Information and Computer Sciences,https://ds.cs.umass.edu/proposed-masters-concentration-data-science
University of Massachusetts Amherst,Certificate in Data Science,C,F,T,US,MA,Amherst,College of Information and Computer Sciences,https://ds.cs.umass.edu/academics/certificate-data-science
University of Massachusetts Dartmouth,Masters in Data Science,M,F,T,US,MA,Dartmouth,College of Engineering,https://www.umassd.edu/programs/data-science-ms/
Worcester Polytechnic Institute,Data Science,D,F,T,US,MA,Worcester,Data Science,http://www.wpi.edu/academics/datascience/phd-program.html
Worcester Polytechnic Institute,Data Science,B,F,T,US,MA,Worcester,Data Science,http://www.wpi.edu/academics/datascience/bsms-program.html
Worcester Polytechnic Institute,Graduate Certificate in Data Science,C,F,T,US,MA,Worcester,Data Science,http://www.wpi.edu/academics/datascience/certificate-program.html
Worcester Polytechnic Institute,Master of Science in Data Science,M,F,T,US,MA,Worcester,Data Science,http://www.wpi.edu/academics/datascience/degree-requirements.html
Smith College,Statistical & Data Sciences,B,F,T,US,MA,Northampton,Statistical & Data Sciences,http://smith.edu/statistics/
Boston University,Master of Science in Computer Science (Data Analytics Concentration),M,T,F,US,MA,Boston,MET Computer Science Department,http://www.bu.edu/csmet/mscs/
Boston University,Master of Science in Computer Information Systems Online (Data Analytics Concentration),M,T,F,US,MA,Boston,MET Computer Science Department,http://cisonline.bu.edu/
Boston University,Graduate Certificate in Data Analytics,C,T,T,US,MA,Boston,MET Computer Science Department,http://www.bu.edu/csmet/da/
Boston University,Graduate Certificate in Database Management and Business Intelligence,C,T,T,US,MA,Boston,MET Computer Science Department,http://www.bu.edu/csmet/academic-programs/dmbi/
Johns Hopkins University,Bioinformatics,M,F,T,US,MD,Baltimore,,http://advanced.jhu.edu/academic/biotechnology/ms-in-bioinformatics/
Johns Hopkins University,Master of Science in Geographic Information Systems,M,T,T,US,MD,Baltimore,Krieger School of Arts & Sciences,http://advanced.jhu.edu/academics/graduate-degree-programs/geographic-information-systems/
Johns Hopkins University,Master of Science in Information Systems,M,F,T,US,MD,Baltimore,Carey Business School,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/
Notre Dame of Maryland University,Master of Science in Analytics in Knowledge Management,M,F,T,US,MD,Baltimore,College of Arts and Sciences,http://catalog.ndm.edu/graduate/artsandsciences/knowledgemanagementprogram/
University of Maryland-Baltimore County,Master of Science in Information Systems,M,T,F,US,MD,Baltimore,Department of Information Science,http://onlinems.umbc.edu/
University of Maryland-College Park,Master of Information Management,M,F,T,US,MD,College Park,College of Information Studies,http://ischool.umd.edu/mim
University of Maryland-College Park,Online MBA - Specialization in Information Systems & Business Analytics,M,F,T,US,MD,College Park,Robert H. Smith School of Business,http://onlinemba.umd.edu/
University of Maryland-College Park,"MS in Business, Marketing Analytics",M,T,F,US,MD,College Park,Robert H. Smith School of Business,http://www.rhsmith.umd.edu/ms/analytics/
University of Maryland-University College,Master of Science in Data Analytics,M,F,T,US,MD,Adelphi,University of Maryland University College Graduate School,http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm
Baker College,MBA in Business Intelligence,M,F,T,US,MI,Allen Park,Baker College,http://www.baker.edu/programs-degrees/business-intelligence-master-ba/
Central Michigan University,Data Mining,C,F,T,US,MI,Mount Pleasant,Mathematics,https://www.cmich.edu/colleges/cgs/landing_pages/Pages/Graduate-Certificate-Data-Mining.aspx
Central Michigan University,Applied Statistics and Analytics,M,F,T,US,MI,Mount Pleasant,Mathematics,https://www.cmich.edu/colleges/cst/math/Pages/Master-of-Science-in-Applied-Statistics-and-Analytics.aspx
Davenport University,Master of Science in Health Informatics and Information Management,M,T,F,US,MI,Grand Rapids,College of Health Professions,http://www.davenport.edu/college-health-professions/programs-and-degrees/master-science-informatics-and-information-
Eastern Michigan University,Master of Arts in Applied Statistics,M,T,F,US,MI,Ypsilanti,Department of Mathematics,http://catalog.emich.edu/preview_program.php?catoid=12&poid=6396
Eastern Michigan University,Enterprise Business Intelligence specialization in the Master of Business Administration (MBA),M,F,T,US,MI,Ypsilanti,College of Business; Computer Information Systems Department,http://www.emich.edu/cob/departments_centers/computer_information_systems.php
Grand Valley State University,Master of Science in Biostatistics,M,T,F,US,MI,Allendale,College of Liberal Arts and Sciences,http://catalog.gvsu.edu/preview_program.php?catoid=38&poid=5264&hl=%22master+of+science+in+biostatistics%22&returnto=search
Michigan State University,M.S. - Business Analytics,M,F,T,US,MI,East Lansing,Broad College of Business,http://broad.msu.edu/businessanalytics/
Michigan State University,Master of Science in Applied Statistics,M,T,F,US,MI,East Lansing,Department of Statistics and Probability (College of Natural Sciences),https://www.reg.msu.edu/academicprograms/ProgramDetail.asp?Program=3871
Michigan Technological University,Master of Science Degree in Integrated Geospatial Technology,M,T,T,US,MI,Houghton,School of Technology,http://www.mtu.edu/gradschool/programs/degrees/geospatial/
Oakland University,MS in Applied Statistics,M,T,F,US,MI,Rochester Hills,Department of Mathematics and Statistics,http://www.oakland.edu/?id=7773&sid=229
Oakland University,Master of Science in Information Technology Management in Business Analytics,M,F,T,US,MI,Rochester Hills,School of Business Administration,http://www.oakland.edu/MSITM-BA
University of Michigan-Ann Arbor,Graduate Data Science (DS) Certificate Program,C,T,F,US,MI,Ann Arbor,Trans-Disciplinary,http://midas.umich.edu/certificate/
University of Michigan-Ann Arbor,Data Science,B,F,T,US,MI,Ann Arbor,EECS,https://www.eecs.umich.edu/eecs/undergraduate/data-science/
University of Michigan-Dearborn,Master of Science in Business Analytics,M,F,T,US,MI,Dearborn,College of Business,http://umdearborn.edu/cob/ms-business-analytics/
Capella University,Business Intelligence Specialization Post-Baccalaureate Certificate,C,F,T,US,MN,Minneapolis,School of Business and Technology,http://www.capella.edu/online-degrees/certificate-business-intelligence/accreditations
Capella University,MBA in Business Intelligence,M,F,T,US,MN,Minneapolis,School of Business & Technology,http://www.capella.edu/online-degrees/mba-business-intelligence/
Capella University,MS in Analytics,M,T,F,US,MN,Minneapolis,School of Business & Technology,http://www.capella.edu/online-degrees/masters-analytics/
The College of Saint Scholastica,M.S. Health Informatics,M,T,F,US,MN,Duluth,Health Informatics Program,http://www.css.edu/Graduate/Masters-Doctoral-and-Professional-Programs/Areas-of-Study/MS-Health-Informatics/Curriculum.html?ss=print
University of Minnesota,Business Analytics,M,F,T,US,MN,Minneapolis,Carlson School of Management,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics
University of Minnesota-Duluth,Retail Marketing Analytics,B,F,T,US,MN,Duluth,Labovitz School of Business and Economics,https://lsbe.d.umn.edu/mktganalytics/program.php
University of St. Thomas,M.S. in Data Science,M,F,T,US,MN,Saint Paul,Graduate Programs in Software,http://www.stthomas.edu/gradsoftware/programs/msdatascience/default.html
St. Catherine University,Health Informatics,M,T,F,US,UT,St. Paul,,https://www.stkate.edu/academics/graduate-degrees/academic-programs/health-informatics-mhi
Winona State University,Data Science,B,F,T,US,MN,Winona,Department of Mathematics and Statistics,http://www.winona.edu/data-science/
Grantham University,Master of Science in Business Intelligence,M,T,F,US,MO,Kansas City,Business,http://rmi.grantham.edu/programs/master-of-science-in-business-intelligence
Missouri University of Science and Technology,Graduate Certificate in Business Analytics and Data Science,C,T,F,US,MO,Rolla,Department of Business and Information Technology,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/
Rockhurst University,Data Science and Business Analytics Certificate,C,T,T,US,MO,Kansas City,Helzburg School of Management,http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf
Rockhurst University,Business Intelligence and Analytics,M,F,T,US,MO,Kansas City,Helzburg School of Management,http://www.rockhurst.edu/helzberg-school-of-management/msbia/
Saint Louis University,Health Data Science,M,T,F,US,MO,Saint Louis,Center For Outcomes Research,http://www.slu.edu/medicine/slucor/education-and-training/ms-in-health-data-science
Saint Louis University-Main Campus,Applied Analytics Master's Degree,M,T,F,US,MO,Saint Louis,School for Professional Studies,http://www.slu.edu/school-for-professional-studies-home/majors-and-programs/masters-degree-programs/ms-in-applied-analytics
Maryville University, M.S. In Business Data Analytics, M,F,T,US,MO,St. Louis,John E. Simon School of Business,http://online.maryville.edu/online-master-of-science-in-business-data-analytics/
University of Missouri-St Louis,Graduate Certificate in Business Intelligence,C,F,T,US,MO,Saint Louis,Information Systems Department,http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html
Jackson State University,Computational and Data-Enabled Science and Engineering,D,F,T,US,MS,Jackson,,http://www.jsums.edu/gip/cdese/
University of Montana,Certificate in Big Data Analytics,C,F,T,US,MT,Missoula,Data Science,http://www.umt.edu/datascience/study-big-data.php
Duke University,Master in Interdisciplinary Data Science,M,F,T,US,NC,Durham,Social Science Research Institute,https://datascience.duke.edu
Elon University,Information Science,B,F,T,US,NC,Elon,Computing Sciences,http://www.elon.edu/e-web/academics/elon_college/computing_sciences/curriculum/bsis.xhtml
North Carolina State University at Raleigh,Master of Science in Analytics,M,F,T,US,NC,Raleigh,Institute for Advanced Analytics,http://analytics.ncsu.edu/
University of North Carolina at Chapel Hill,Graduate Certificate in Public Health Informatics,C,F,T,US,NC,Chapel Hill,Gillings School of Global Public Health and School of Information and Libra,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/
University of North Carolina at Charlotte,Professional Science Master's (PSM) in Data Science and Business Analytics (DSBA),M,F,T,US,NC,Charlotte,The Graduate School,http://analytics.uncc.edu/
University of North Carolina at Charlotte,Graduate Certificate in Data Science and Business Analytics,C,F,T,US,NC,Charlotte,College of Computing and Informatics and the Belk College of Business,http://analytics.uncc.edu/graduate-certificate
University of North Carolina at Charlotte,Graduate Certificate in Health Informatics,C,F,T,US,NC,Charlotte,"College of Computing and Informatics, College of Health and Human Serv",http://hi.uncc.edu/graduate-certificate
University of North Carolina at Charlotte,M.S. in Mathematics with Concentration in Applied Statistics,M,F,T,US,NC,Charlotte,Department of Mathematics and Statistics,http://math.uncc.edu/graduate-program/master-science-degree-concentration-applied-statistics
University of North Carolina at Charlotte,Computing and Information Systems,D,F,T,US,NC,Charlotte,Computing and Informatics,https://cci.uncc.edu/academic-programs/phd
